Country,Level,Branch,Department,Name,State,Issues,URL,Table No,Table Rows,Link Column,Party Column,Term Start Column,Term End Column,District,Dynamic Parse,Read columns right to left,Find Date,Parse Rowspan,Rep Link,Party Link,Notes,Alt Link
United States of America,State,Executive,Statewide Elected Official,Lieutenant Governor,Utah,,https://en.wikipedia.org/wiki/Lieutenant_Governor_of_Utah,2,3,3,7,4,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Utah,,https://en.wikipedia.org/wiki/Utah_Attorney_General,3,3,3,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Governors of the Republic of Vermont,Vermont,,https://en.wikipedia.org/wiki/List_of_governors_of_Vermont,5,3,2,0,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Governor,Vermont,,https://en.wikipedia.org/wiki/List_of_governors_of_Vermont,6,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Auditor of Accounts,Vermont,,https://en.wikipedia.org/wiki/Vermont_Auditor_of_Accounts,2,3,2,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Lieutenant Governor,Vermont,,https://en.wikipedia.org/wiki/List_of_lieutenant_governors_of_Vermont,3,3,3,4,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Secretary of State,Vermont,,https://en.wikipedia.org/wiki/Secretary_of_State_of_Vermont,2,3,2,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Vermont,,https://en.wikipedia.org/wiki/Vermont_Attorney_General,1,3,3,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Lieutenant Governor,Vermont,,https://en.wikipedia.org/wiki/List_of_lieutenant_governors_of_Vermont,2,3,3,4,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Republic,
United States of America,State,Executive,Statewide Elected Official,Governor,Virgin Islands,,https://en.wikipedia.org/wiki/List_of_governors_of_the_Virgin_Islands,5,3,3,8,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Governor,Virginia,,https://en.wikipedia.org/wiki/List_of_governors_of_Virginia,2,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Virginia,,https://en.wikipedia.org/wiki/Attorney_General_of_Virginia,3,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Virginia,,https://en.wikipedia.org/wiki/Attorney_General_of_Virginia,4,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Virginia,,https://en.wikipedia.org/wiki/Attorney_General_of_Virginia,5,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Lieutenant Governor,Virginia,,https://en.wikipedia.org/wiki/Lieutenant_Governor_of_Virginia,2,3,3,4,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Governors of the Territory of Washington,Washington,,https://en.wikipedia.org/wiki/List_of_governors_of_Washington,2,3,2,0,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Governor,Washington,,https://en.wikipedia.org/wiki/List_of_governors_of_Washington,3,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Lieutenant Governor,Washington,,https://en.wikipedia.org/wiki/Lieutenant_Governor_of_Washington,2,3,5,9,6,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Secretary of State,Washington,,https://en.wikipedia.org/wiki/Secretary_of_State_of_Washington,2,3,3,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Washington,,https://en.wikipedia.org/wiki/Attorney_General_of_Washington,2,3,3,6,4,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Treasurer,Washington,,https://en.wikipedia.org/wiki/Washington_State_Treasurer,2,3,2,4,3,3,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Governor,West Virginia,,https://en.wikipedia.org/wiki/List_of_governors_of_West_Virginia,2,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Secretary of State,West Virginia,,https://en.wikipedia.org/wiki/Secretary_of_State_of_West_Virginia,2,3,2,3,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,West Virginia,,https://en.wikipedia.org/wiki/List_of_attorneys_general_of_West_Virginia,3,3,3,7,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Governors of the Territory of Wisconsin,Wisconsin,,https://en.wikipedia.org/wiki/List_of_governors_of_Wisconsin,2,3,2,0,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Governor,Wisconsin,,https://en.wikipedia.org/wiki/List_of_governors_of_Wisconsin,3,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Secretary of State,Wisconsin,,https://en.wikipedia.org/wiki/List_of_secretaries_of_state_of_Wisconsin,2,3,3,0,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Territory,
United States of America,State,Executive,Statewide Elected Official,Secretary of State,Wisconsin,,https://en.wikipedia.org/wiki/List_of_secretaries_of_state_of_Wisconsin,2,3,2,3,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Wisconsin,,https://en.wikipedia.org/wiki/Attorney_General_of_Wisconsin,2,3,2,0,3,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Territory,
United States of America,State,Executive,Statewide Elected Official,Attorney General,Wisconsin,,https://en.wikipedia.org/wiki/Attorney_General_of_Wisconsin,3,3,3,4,5,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Superintendent of Public Instruction,Wisconsin,,https://en.wikipedia.org/wiki/List_of_superintendents_of_public_instruction_of_Wisconsin,2,3,2,5,3,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Lieutenant Governor,Wisconsin,,https://en.wikipedia.org/wiki/Lieutenant_Governor_of_Wisconsin,3,3,3,4,5,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Treasurer,Wisconsin,,https://en.wikipedia.org/wiki/State_Treasurer_of_Wisconsin,3,3,2,3,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Superintendent of Public Instruction,Wisconsin,,https://en.wikipedia.org/wiki/List_of_superintendents_of_public_instruction_of_Wisconsin,2,3,2,3,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
United States of America,State,Executive,Statewide Elected Official,Governors of the Territory of Wyoming,Wyoming,,https://en.wikipedia.org/wiki/List_of_governors_of_Wyoming,2,3,2,0,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Governor,Wyoming,,https://en.wikipedia.org/wiki/List_of_governors_of_Wyoming,3,3,2,4,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Secretary of State,Wyoming,,https://en.wikipedia.org/wiki/Secretary_of_State_of_Wyoming,2,3,3,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Territory,
United States of America,State,Executive,Statewide Elected Official,Secretary of State,Wyoming,,https://en.wikipedia.org/wiki/Secretary_of_State_of_Wyoming,3,3,3,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,State,Executive,Statewide Elected Official,Auditor,Wyoming,,https://en.wikipedia.org/wiki/Wyoming_State_Auditor,3,3,2,4,3,3,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Territory,
United States of America,State,Executive,Statewide Elected Official,Auditor,Wyoming,,https://en.wikipedia.org/wiki/Wyoming_State_Auditor,4,3,2,5,4,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
United States of America,Federal,Executive,U. S. Post Office,Postmaster General,,,https://en.wikipedia.org/wiki/United_States_Postmaster_General,4,4,2,0,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Table has information when it was cabinet-level only,
United States of America,Federal,Executive,VPOTUS,Vice President,,,https://en.wikipedia.org/wiki/List_of_vice_presidents_of_the_United_States,1,4,3,6,4,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
United States of America,Federal,Judicial,Court of Appeals,Judge,DC Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_District_of_Columbia_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,DC Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_District_of_Columbia_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,DC Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_District_of_Columbia_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,DC Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_District_of_Columbia_Circuit,3,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,DC Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_District_of_Columbia_Circuit,3,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,DC Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_District_of_Columbia_Circuit,3,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Eight Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eighth_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Eight Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eighth_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Eight Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eighth_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Eight Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eighth_Circuit,3,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Eight Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eighth_Circuit,3,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Eight Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eighth_Circuit,3,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Eleventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eleventh_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Eleventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eleventh_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Eleventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eleventh_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Eleventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eleventh_Circuit,4,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Eleventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eleventh_Circuit,4,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Eleventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Eleventh_Circuit,4,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Federal Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Federal_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Federal Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Federal_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Federal Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Federal_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Federal Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Federal_Circuit,3,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Federal Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Federal_Circuit,3,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Federal Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Federal_Circuit,3,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Fifth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Fifth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Fifth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Fifth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,3,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Fifth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,3,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Fifth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,3,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,First Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_First_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,First Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_First_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,First Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_First_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,First Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_First_Circuit,4,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,First Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_First_Circuit,4,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,First Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_First_Circuit,4,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Fourth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Fourth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Fourth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Fourth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,3,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Fourth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,3,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Fourth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Fifth_Circuit,3,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Ninth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Ninth_Circuit,3,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Ninth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Ninth_Circuit,3,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Ninth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Ninth_Circuit,3,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Ninth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Ninth_Circuit,4,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Ninth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Ninth_Circuit,4,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Ninth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Ninth_Circuit,4,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Second Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Second_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Second Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Second_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Second Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Second_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Second Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Second_Circuit,3,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Second Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Second_Circuit,3,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Second Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Second_Circuit,3,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Seventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Seventh_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Seventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Seventh_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Seventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Seventh_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Seventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Seventh_Circuit,4,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Seventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Seventh_Circuit,4,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Seventh Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Seventh_Circuit,4,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Judge,Sixth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Sixth_Circuit,2,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Sixth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Sixth_Circuit,2,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Sixth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Sixth_Circuit,2,3,2,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,Court of Appeals,Judge,Sixth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Sixth_Circuit,4,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Chief Judge,Sixth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Sixth_Circuit,4,3,2,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,Court of Appeals,Senior Judge,Sixth Circuit,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_Court_of_Appeals_for_the_Sixth_Circuit,4,3,2,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
