Country,Level,Branch,Department,Name,State,Issues,URL,Table No,Table Rows,Link Column,Party Column,Term Start Column,Term End Column,District,Dynamic Parse,Read columns right to left,Find Date,Parse Rowspan,Rep Link,Party Link,Notes,Alt Link
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of New Jersey,Probably need a judge function,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,41,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of New Mexico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_New_Mexico,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of New Mexico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_New_Mexico,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of New Mexico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_New_Mexico,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of New Mexico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_New_Mexico,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of New Mexico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_New_Mexico,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of New Mexico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_New_Mexico,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,44,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of North Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,48,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of North Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_North_Dakota,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of North Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_North_Dakota,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of North Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_North_Dakota,3,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of North Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_North_Dakota,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of North Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_North_Dakota,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of North Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_North_Dakota,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Ohio,Probably need a judge function,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,51,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Oregon,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Oregon,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Oregon,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Oregon,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Oregon,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Oregon,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Oregon,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Oregon,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Oregon,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Oregon,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Oregon,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Oregon,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Pennsylvania,Probably need a judge function,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,55,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Puerto Rico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Puerto_Rico,5,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Puerto Rico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Puerto_Rico,5,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Puerto Rico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Puerto_Rico,5,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Puerto Rico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Puerto_Rico,6,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Puerto Rico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Puerto_Rico,6,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Puerto Rico,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Puerto_Rico,6,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Rhode Island,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Rhode_Island,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Rhode Island,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Rhode_Island,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Rhode Island,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Rhode_Island,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Rhode Island,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Rhode_Island,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Rhode Island,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Rhode_Island,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Rhode Island,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Rhode_Island,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of South Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Carolina,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of South Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Carolina,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of South Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Carolina,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of South Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Carolina,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of South Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Carolina,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of South Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Carolina,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of South Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Dakota,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of South Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Dakota,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of South Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Dakota,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of South Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Dakota,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of South Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Dakota,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of South Dakota,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_South_Dakota,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Tennessee,Probably need a judge function,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,71,3,2,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Utah,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Utah,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Utah,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Utah,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Utah,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Utah,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Utah,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Utah,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Utah,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Utah,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Utah,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Utah,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Vermont,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Vermont,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Vermont,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Vermont,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Vermont,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Vermont,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Vermont,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Vermont,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Vermont,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Vermont,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Vermont,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Vermont,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Wyoming,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Wyoming,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Wyoming,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Wyoming,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Wyoming,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Wyoming,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the District of Wyoming,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Wyoming,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the District of Wyoming,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Wyoming,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the District of Wyoming,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Wyoming,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Arkansas,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Arkansas,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Arkansas,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Arkansas,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Arkansas,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Arkansas,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of California,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_California,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of California,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_California,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of California,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_California,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of California,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_California,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of California,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_California,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of California,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_California,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Illinois,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Illinois,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Illinois,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Kentucky,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Kentucky,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Kentucky,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Kentucky,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Kentucky,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Kentucky,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Louisiana,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Louisiana,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Louisiana,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Louisiana,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Louisiana,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Louisiana,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Michigan,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Michigan,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Michigan,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Michigan,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Michigan,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Michigan,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Eastern District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Missouri,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Eastern District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Missouri,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Eastern District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Missouri,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
